Bin,Voltage[V],Current[A],Limit,Ihlal,Band
459,165.59667167751965,0.7416567243800322,160.0,False,25us
460,175.11337524633726,0.5051482267462932,160.0,False,25us
461,165.79582154220822,0.5548350228374384,160.0,False,25us
462,169.2968708088418,0.3346249479416404,160.0,False,25us
463,142.14866488984688,0.3598481483450088,160.0,False,25us
464,168.59818321674268,0.20083756594197033,160.0,False,25us
465,139.83317397605396,0.1303843854122889,160.0,False,25us
466,30.130342167778746,0.05527163057555178,132.20998550301312,False,25us
467,52.530566796230694,0.057118084394772416,160.0,False,25us
468,176.10574865206308,0.12553354983981937,160.0,False,25us
469,138.13499376994466,0.2433116542273633,160.0,False,25us
470,182.30907529974033,0.28678301509057974,160.0,False,25us
471,176.83366320390857,0.4796555345833333,160.0,False,25us
472,186.421535920642,0.42519220314851486,160.0,False,25us
473,161.45569090904905,0.686266851952381,160.0,False,25us
474,185.0661102382414,0.5900758558279221,160.0,False,25us
475,155.1876206711324,0.8820231907547169,160.0,False,25us
476,174.0967822111849,0.7830270556644519,160.0,False,25us
477,155.16103026699403,1.061929352572402,160.0,False,25us
478,172.28206722065306,0.9306806465323992,160.0,False,25us
479,154.81061760903384,1.183289731567657,160.0,False,25us
480,172.4778728041934,1.0294414932939189,160.0,False,25us
481,154.79996374032353,1.2548159715397924,160.0,False,25us
482,164.7935424762121,1.0459342583475297,160.0,False,25us
483,159.42031916585677,1.2991681867793594,160.0,False,25us
484,171.6199163225817,1.0670798725980393,160.0,False,25us
485,152.44694048610964,1.250045471345515,160.0,False,25us
486,171.41236330479055,1.0189123771283783,160.0,False,25us
487,158.5579156362172,1.2142843752512156,160.0,False,25us
488,172.3499944912472,0.9358880954329372,160.0,False,25us
489,159.46624365008483,1.0789891763064516,160.0,False,25us
490,180.74390230874766,0.8024627153654486,160.0,False,25us
491,169.97358236524056,0.8941275775697866,160.0,False,25us
492,177.8900782746277,0.6118285295461658,160.0,False,25us
493,152.29697086732367,0.7276547414736841,160.0,False,25us
494,183.8143663163344,0.47171092988280056,160.0,False,25us
495,174.0057631806929,0.4680952582011835,160.0,False,25us
496,166.95260788816302,0.36131351169721115,160.0,False,25us
497,177.57647124937085,0.29134202182887703,160.0,False,25us
498,165.42835229172292,0.16230205499396075,160.0,False,25us
499,50.892356763240734,0.07788206402653061,160.0,False,25us
500,36.30777912016711,0.028594722434898752,149.78911081144003,False,25us
501,131.56005885374546,0.08689279748700397,160.0,False,25us
502,177.22106623692173,0.19235242169148653,160.0,False,25us
503,179.22105793153614,0.25210337908496827,160.0,False,25us
504,173.76629820720532,0.34962927827169565,160.0,False,25us
505,167.13235614604127,0.44331995393621015,160.0,False,25us
