Segment_No,Baslangic_T,Bitis_T,Ort_Voltaj,Ort_Akim,Limit_10ms,Ihlal_10ms,Limit_1ms,Ihlal_1ms,Limit_100us,Ihlal_100us,Limit_25us,Ihlal_25us
0,0.0,0.0099995569599795,160.5921700778964,0.6421137072962924,1.9012642428356668,False,1.9012642428356668,False,128.71102864474616,False,164.57473482720647,False
1,0.0100000198803441,0.0199992271386999,167.95891553042674,0.5646589766922987,1.7577590065949926,False,1.7577590065949926,False,122.64466207146968,False,164.28405176530092,False
2,0.02,0.02,0.00017063892,0.010896582,0.11971100789210933,False,0.11971100789210933,False,0.040923001808027125,False,0.040923001808027125,False
